taskInfos_1,taskInfos_2,taskInfos_3,taskInfos_4,score_1,score_2,score_3,score_4,score_5,score_6,score_7,score_8,score_9,score_10,score_11,score_12,score_13,score_14,score_15,score_16,score_17,score_18,score_19,score_20,score_21,score_22,score_23,score_24,score_25,score_26,score_27,score_28,score_29,score_30,score_31,score_32
"93","Glutamine degradation","AMINO ACIDS METABOLISM","GLUTAMINE METABOLISM",2.74772729069653,2.94609369924716,2.64210581312388,2.54951461924152,2.77929475886574,3.19095504945518,3.23784722861107,2.20748734728675,2.96532879618606,2.65480114349158,2.53728391155164,3.35120816136735,3.56715075687438,3.39507107638461,2.31110471437114,2.72008225618879,2.41211773275421,2.08467971717421,2.57769130040608,2.48351088513093,3.1426087353874,2.34899021670642,3.43765150109828,2.38913598747595,3.01629057145513,2.57711787968226,2.1768366413204,2.74273691758347,2.87517821357371,2.79048787073042,2.88509174298891,2.83202749432549
"94","Glutaminolysis (glutamine to lactate)","AMINO ACIDS METABOLISM","GLUTAMINE METABOLISM",2.68090236875379,3.58272688489347,2.45648969472376,2.01794788341661,3.15064103116391,2.96872960692594,3.6745271365431,2.31598987922986,2.34370150187865,2.40091449721081,2.58347518427739,4.34803706919797,4.43964961444662,4.45971124981418,2.39633747297649,2.63625095537845,2.39318378496361,2.05416681457288,2.1298934802497,2.51920930573323,2.90618942363879,1.94179113771031,3.05378128384853,1.97932950943893,3.52467864668743,2.57497176508797,2.34258976456491,2.61598910146085,2.86600912788753,2.32283971280244,2.57663675728422,2.7538311932233
"95","Glutathionate synthesis","AMINO ACIDS METABOLISM","GLUTATHIONE METABOLISM",3.02586461497817,3.40688887438549,2.84361351406838,3.22193593184407,3.30895667111945,4.20249041916903,4.41643938796752,2.82563847629332,4.12651004594093,5.51053419018221,3.33901023182569,2.58028749414547,4.29764849872935,5.28147285009514,2.3691065397964,3.09873259894586,1.68431348855033,1.29029845154821,2.4210486396762,3.69380907202616,4.51898516444885,2.37829436938653,1.29614939386745,3.35063648064405,3.82079220769581,2.8914802379793,3.55134499259652,3.84903292838931,2.68904214944023,3.54427806257954,3.19105426667924,4.09948765015462
"96","Glycine synthesis","AMINO ACIDS METABOLISM","GLYCINE METABOLISM",5.10280096890471,5.74217878150293,5.05424233919421,5.29645104335459,6.4101195812037,5.27632015248578,5.56682614156095,4.20037284571324,6.34043728865132,5.86994066301187,5.00202403365195,6.38641735793399,6.7773344776922,5.99888709288085,4.03643243472488,5.02783970709329,4.64904137368391,3.83163304182702,4.80558465845976,4.96394234958962,5.21883550962797,5.03245579899549,7.27187882517749,5.42667755639524,5.33972004612198,5.10064523474244,4.12498532883035,4.74100153149923,6.05073818025991,5.30614788593895,5.74274238989027,5.25428481199865
"97","Glycine degradation","AMINO ACIDS METABOLISM","GLYCINE METABOLISM",2.41761007086136,2.49013934242615,2.23757199475298,2.18115631579053,2.01389709317777,3.33363067525824,2.82553382813734,1.93005622587997,2.77496904921807,2.13339814579858,2.3321871883055,4.09010790633233,3.11952326750123,2.88258041517131,2.45764117709954,2.51532845251975,1.76777509632107,2.49891865696175,2.70457747779776,2.22581759686682,2.96708386355693,2.21919967492179,3.40169528872123,1.92482696300379,2.7758849671745,2.40934833123441,1.75753986513176,2.66989798789744,1.75213374018605,2.69562059092998,2.65828594627464,2.66673589073866
"98","Conversion of glycine to pyruvate","AMINO ACIDS METABOLISM","GLYCINE METABOLISM",0.828482620055234,1.11660437589968,0.497747670050093,0.465436946019848,1.1802162492105,0.948650574141646,1.09035503343894,0.473216370719073,0.892539480351978,0.967143523301906,0.62542401061085,0.422508540785093,1.95288568027316,3.67201841430544,0.64785801234911,0.669527528489041,1.37125728484181,1.70818687138941,0.453724059610001,1.15098076607249,0.872065160361097,1.04266489489351,0.429427119877777,0.728285544694799,1.25594326358057,0.473669649679948,0.582865457263637,0.861611144898585,0.703047347113589,1.86172961582231,0.712103239831456,0.67368802098056
"100","Histidine degradation","AMINO ACIDS METABOLISM","HISTIDINE METABOLISM",2.81103227593352,2.92564547352041,2.69478606112728,2.59788025415993,2.93916783721878,3.09989141119016,3.12994030666348,2.12307172980961,2.99666324083015,2.61993136635523,2.50552307614567,3.23205129025934,3.63660644805902,4.21514027293086,2.30088138997639,2.68489138094706,2.37161829393645,2.26454833714044,2.52644808183087,2.43584221122882,3.08865787055096,2.44385956987943,3.45933190625414,2.52399834252868,2.91974273263591,2.52077552020054,2.23796389011022,2.77937956906031,3.03761724815654,2.74736304698931,2.8606875019648,2.81661964891798
"101","Conversion of histidine to glutamate","AMINO ACIDS METABOLISM","HISTIDINE METABOLISM",0.628122159477876,2.25725944861353,1.09520491679366,1.68853399867495,0.386590013350863,0.361260130696197,0.352536673930552,0.259042669282419,0.430019139002636,0.336263838479407,0.552032943463858,0.243393053628094,3.47834457759194,12.7361359396665,0.5830293188508,0.531146269775575,0.219319530340094,0.507460083412875,0.249469174237681,0.288282857302848,0.210639792890616,0.28613543739106,0.316056151717092,3.93561911813645,0.611905225535144,0.359926196305117,1.36593774853567,0.311688990932952,1.19853649064978,0.357608231462017,0.597574962253985,0.555119070692682
"102","Conversion of histidine to histamine","AMINO ACIDS METABOLISM","HISTIDINE METABOLISM",2.33824108358242,0.714333268929399,4.38273078380296,4.41036694034411,0.265426837900362,0.661659804299478,1.20263150449162,3.72358639847783,4.2191378792126,1.10854430741994,8.60983128538466,1.05112888552774,1.54595910298291,0.5463969800112,7.53254520146261,1.72282544670851,0.0249084695335894,0.185592701357982,0.262077944147666,2.77492310207461,5.71934457867853,0.637820136575743,0.329297183020657,2.16058739205548,1.23294288464684,3.5521771488365,0.816005340370948,8.58095496379396,2.70583467886975,0.0556508157581126,1.86986291027097,4.25944533121393
"104","Homocysteine synthesis (need methionine)","AMINO ACIDS METABOLISM","HOMOCYSTEINE METABOLISM",3.02028213106417,3.17336327637579,2.78039994568245,2.52868086266957,3.11332020476408,3.42865875116353,2.89024225490249,2.63210316813836,3.89697607972684,3.13873569990829,3.12006565008553,2.75712529819279,3.52844184971367,8.24857375472568,3.28325462226903,2.94479691154945,2.73758456053954,6.2143560084662,2.89944333297873,4.04075160136235,3.68698981384092,2.61441974971973,2.06245697728983,3.02057323522005,2.45983910580928,2.74774569506874,2.30790531016211,2.67808093023762,2.76272037387943,4.67313981956363,3.36968086016998,3.31457184927097
"105","Homocysteine degradation","AMINO ACIDS METABOLISM","HOMOCYSTEINE METABOLISM",0.48978393955752,1.40129724282277,0.345431354040475,0.379288274924301,1.54670986463623,0.760546133072749,0.814993257409939,0.397049790871624,0.285316237765238,0.813372727364064,0.438216662167513,0.483214555599394,1.19672975100509,3.86975606129484,0.541750980299138,0.38891309281536,1.66407273862853,2.39121136514673,0.275156759330814,1.32518860671636,0.732000571329413,0.968149434112117,0.223203045096834,0.272760982549538,0.977763239963645,0.353850504536719,0.185349592174488,0.788283078633617,0.656092360547351,1.77992960335833,0.335278084509154,0.546800795249799
"107","Isoleucine degradation","AMINO ACIDS METABOLISM","ISOLEUCINE METABOLISM",2.87152283241291,2.98986788136383,2.64093443896921,2.66641269343993,2.79461893862888,3.31806999703191,3.21874048892149,2.32333575734759,3.06435421696579,2.83609170627997,2.48484494898655,3.49123930699518,3.68598446614942,3.55185226554072,2.35979646446079,2.73489053475487,2.57666407794903,2.11916189056418,2.57432786653489,2.56534022769958,3.19883923329139,2.50044972376808,3.55900412352091,2.37515811422837,3.02691644104769,2.65171111469476,2.20948235813618,2.81180527481515,2.99639052070256,2.79099729181901,2.94300889749465,2.83195828177231
"109","Leucine degradation","AMINO ACIDS METABOLISM","LEUCINE METABOLISM",2.95518808229888,3.15180978098547,2.68757638869434,2.7014199770858,2.87186906809906,3.2858668730395,3.23073377008542,2.33957358012252,3.16667964241028,2.87679756304173,2.58892992552017,3.64249378264364,3.62810205216232,3.64865969551259,2.40635276249853,2.77376013828334,2.54862348643773,2.2120991776614,2.64321683352123,2.66356300784778,3.21140795987952,2.5821215060372,3.63518039746028,2.383260139482,3.04066210769938,2.63723432303668,2.26740081778182,2.87610924147369,3.05230356032888,2.90818795682498,2.99573992009751,2.92691431408624
"110","Conversion of leucine to acetyl-coA","AMINO ACIDS METABOLISM","LEUCINE METABOLISM",1.60825937364062,3.68205909583798,1.38342408457043,0.644515846381474,2.56797004554307,2.22241190874725,2.14266556836211,1.68652029843843,1.69734625943266,1.83062046381659,2.04441942586698,3.43318920123031,3.05279170857274,2.88159857742881,1.97885455566979,1.91279307269834,1.71706321942099,1.33290865009214,2.19013522181815,3.00335727009568,2.33462580155656,1.99711667060951,1.5910959723232,0.938603785841313,1.98099125727637,1.32526141885855,1.23786355625241,1.88424841912588,1.75405577369427,2.72531774452213,1.77270693178689,2.79199624730003
"112","Lysine degradation","AMINO ACIDS METABOLISM","LYSINE METABOLISM",2.81893484682418,2.81958434613101,2.52617945207723,2.54592518780327,2.69015555106455,2.92414157026076,3.03992386748916,2.16155255073068,3.0128931402837,2.65162328263669,2.48716055384515,3.32186942996386,3.47578900621186,3.43362595304499,2.27994059160457,2.60180512432811,2.40284319090034,1.86001077101811,2.43949246815126,2.38939737223468,2.88208979185515,2.36368854110583,3.36124254318533,2.29371141319939,2.88246529748043,2.53346365954802,2.11209487158327,2.61145339228402,2.63447468074875,2.61377324514001,2.83927412643724,2.71565331482105
"113","Conversion of lysine to L-Saccharopine","AMINO ACIDS METABOLISM","LYSINE METABOLISM",1.65994456272265,1.33874939974268,0.650148242260875,0.133579932610245,1.1463600584716,0.514576068729181,0.361480955184989,2.06378642389519,1.01475524709933,1.23579327000815,1.15160444470742,1.32047085727045,1.61217780625441,2.20914291065648,1.26219730647823,0.595431561970363,2.5604563890306,1.01878392647134,0.876852815055092,1.38420542796907,0.683469025875903,0.727688603519998,0.40739306856497,0.723070155378675,0.552839950691607,1.38212450882487,0.894357854768163,0.561631523779661,0.867255399340018,1.15518682510675,0.490589733121287,1.30351184034617
"114","Conversion of lysine to L-2-Aminoadipate","AMINO ACIDS METABOLISM","LYSINE METABOLISM",0.679776678167466,0.962459814893185,0.432355066939368,0.0901327881267077,0.638792385548726,0.949095240441215,1.4951004185892,0.451237081065735,1.53628166996405,1.33960640493945,1.23334314162641,0.192868773893041,3.65951405558666,4.6590284534481,0.655661045945597,0.520103826561042,0.393800307689136,0.472706278204995,0.697025140843046,1.18460382558257,0.715867257641707,0.89295451326244,0.245343155632097,1.03393550768671,1.03980358425785,1.16124895158733,0.403259953000922,0.60887538740637,0.575040101138095,0.844875514257036,0.850929535630873,0.828286830037404
"116","Methionine degradation","AMINO ACIDS METABOLISM","METHIONINE METABOLISM",2.40247050270855,2.48735452425854,2.34111957048933,2.17773230175539,2.47910628247637,2.7590329290208,2.88849558851546,1.88873643101536,2.71280549949497,2.35751972222931,2.31796538057992,2.93400122135567,3.16867679824319,3.72184878577788,2.28047282540413,2.32717764415213,2.04539398634318,2.61855011628115,2.21221827771432,2.31041178953258,2.66370825707279,2.26287463981336,2.99170152516332,2.22592231074792,2.80850042138612,2.22446936398167,1.85570712211577,2.29889314317019,2.56127652055431,2.54565362510913,2.61316266703202,2.49189876992458
"117","S-adenosyl-L-methionine synthesis","AMINO ACIDS METABOLISM","METHIONINE METABOLISM",5.35954429367986,6.1394027122748,4.9913793479114,3.60191062548839,4.46941985553974,4.07870918743185,4.32349581554552,4.32789768275405,4.47945652549555,4.3029788680085,5.67071038851149,3.61660720867128,4.52215323997357,8.55448848302915,3.83798376181171,4.18023450141226,4.41409663556941,7.3078976066117,3.44698688903758,4.42292839363166,4.75365548941353,2.77168840922985,3.4322812247732,4.16322918186358,4.31175736279554,4.46596483196231,3.62858087467095,4.49464842562771,4.31591712065601,6.9140703706963,4.17320701555897,4.3654368713827
"118","Ornithine degradation","AMINO ACIDS METABOLISM","ORNITHINE METABOLISM",2.82449945289949,2.92372162334391,2.6714683996997,2.707957320506,2.8166534982031,3.15249373744252,3.07685222639787,2.24676986011833,3.11377223466172,2.85689258877981,2.56315601833838,3.63438421810385,3.53192319849171,3.3176803653622,2.48134221295409,2.78873115696385,2.49897294147044,2.10099404419515,2.72644845784262,2.58227861885823,3.17805216921314,2.41977674582383,3.72283733964946,2.43571907988722,2.88012724089947,2.63510479018969,2.24538986513241,2.79193736384732,2.96996931446831,2.830497033765,3.00222310995196,2.90549381397731
"119","Synthesis of ornithine from glutamine","AMINO ACIDS METABOLISM","ORNITHINE METABOLISM",2.54500091262703,4.11509543719735,3.01042870195269,3.11115624527742,3.67681462915974,3.38426795630385,6.75867968331233,3.17081036529501,2.90893259473957,2.78306145308602,3.44833376061874,2.19920053615516,4.96934404876535,4.76207150090552,2.74795828073685,3.11296873606492,2.89918877949602,2.71476813533909,2.46353789597976,2.84578320113457,3.33500184288059,3.46472185743249,1.12141683116289,2.74195658265624,6.73973799473989,3.36365676259171,2.46935666311858,2.82068465965054,2.45017469537467,3.2576236200353,3.44808446992578,3.09545307628766
"120","Synthesis of spermidine from ornithine","AMINO ACIDS METABOLISM","ORNITHINE METABOLISM",3.85187682623561,3.81589759317685,4.42426233850853,5.07459922702699,4.14647051757855,4.43817975569812,3.33714352345882,4.05592902739352,3.86698860147581,3.87746137148284,4.35678177952637,3.42511731509913,4.26261794716388,4.01515290100885,3.41782431614998,4.61554273100561,4.24554703729532,4.09293336595406,3.69122794945703,5.96234045959096,4.39140246512348,2.72689661315477,2.73531909849397,2.54957145981414,3.35464212971422,4.16403628345533,3.29868724024622,3.72931968553373,4.64516679617271,4.81142155467288,5.12237295526777,3.97749763175191
"121","Serine synthesis","AMINO ACIDS METABOLISM","SERINE METABOLISM",5.46249306769011,6.26167479544787,5.4794285429067,5.76232271886895,7.00640863748816,5.67146622210642,5.95940089716735,4.55785517724317,6.7637824209639,6.3294662177953,5.40224256626739,6.99494944261174,7.10854817158049,6.27112149013628,4.35406847055246,5.40754803781898,5.03538287332546,4.18058255762225,5.2050572582889,5.3800800760701,5.62549962674832,5.41653179724941,7.91487918075127,5.80541184513624,5.69246171965273,5.53937896422004,4.39969414296919,5.1142749569063,6.5761162662613,5.63422971045781,6.17044127383169,5.68696704595431
"122","Serine degradation","AMINO ACIDS METABOLISM","SERINE METABOLISM",2.30793801252966,2.35785912999398,2.1053980770241,2.06307085892214,2.06117566434036,2.93498609145411,2.6714058668754,1.84539852417619,2.48080599918092,2.00054841880862,2.16138033038719,3.5345219232366,3.02537671350634,3.03263602003089,2.29328487302316,2.26466295796713,1.73931927574429,2.51642268523081,2.36499733204952,2.24250310095723,2.6636418121306,2.26221336194463,2.89799934740253,1.77736911176786,2.55608718879623,2.26495539795876,1.68698868591822,2.40405001923389,1.75318312039444,2.57942607993786,2.41056911943753,2.52721552444126
"124","Phenylalanine degradation","AMINO ACIDS METABOLISM","PHENYLALANINE METABOLISM",2.81114237911051,2.85299682602853,2.54454217015875,2.50442764480136,2.92450034298185,3.09129063189619,3.12730862390243,2.12435137185398,2.92686200545116,2.65649581552983,2.5539999361316,3.26688077298215,3.69751612256647,4.01775144177123,2.21203530315489,2.56588794668034,2.28477177907952,2.28437021692657,2.43699386899784,2.51603054444023,3.03016691616863,2.42616865574012,3.46489805939224,2.24569523989515,2.91590911006855,2.46737563829252,2.11270652495534,2.76282342049761,2.96161233020693,2.77076539906101,2.77261598321112,2.76849573198589
"125","Phenylalanine to phenylacetaldehyde","AMINO ACIDS METABOLISM","PHENYLALANINE METABOLISM",0.398481933905181,0.549210735430411,0.0891700768333704,0.060708846057776,0.211769831607368,0.673170498742597,0.985593483820409,0.279101681142473,0.232578518953462,0.331890349810714,0.128875658789693,0.24690373388018,0.986038133108006,0.618358036814188,0.289585002381803,0.181346751204047,0.354802154269953,0.201728960948457,0.293081817162352,0.259441643568768,0.711717180684367,0.239770082862793,0.187185151005356,0.0792295209965887,1.05800455747757,0.338817389379087,0.280786112000146,0.395909813895143,0.312034026612241,0.35477052036824,0.0697139147837552,0.262614424047948
"126","Phenylalanine to phenylacetyl-L-glutaminate","AMINO ACIDS METABOLISM","PHENYLALANINE METABOLISM",0.464297762797218,0.477781662794331,0.184028951513666,0.152274409706551,0.163334164651534,0.535927726524015,0.802686028845451,0.249156776036289,0.36830277016144,0.43414991266592,0.1903587152158,0.195836796190075,0.805155749975052,0.441917249090086,0.341371688768936,0.172857231460586,0.256208175668958,0.187177992224921,0.288157246013805,0.394927714510097,0.537821804571801,0.255662462007123,0.14140227239739,0.228752796673194,0.833969215998066,0.411368298879755,0.298598921057898,0.487749012782401,0.318418483792132,0.257113778140757,0.146966355460188,0.324556154963124
"127","Phenylalanine to tyrosine","AMINO ACIDS METABOLISM","PHENYLALANINE METABOLISM",0.0132925029790023,0.298175779563873,0.000750826196445121,0,0.17881677683371,0.0526246573536659,0.0142744184012835,0.00177208896644846,0.0178556970176232,0.0246267571530752,4.93729902077149,0,7.59038215729379,8.86754905850257,0.0335963542197744,0.0145365747087293,0.0222871910202872,0.656949798276772,0.00640916674306316,0.350206835295754,0.00836213527852242,0.0226918155374457,0,0,0.0061513507315589,0.00135377763964179,0.00183550514630167,0.045080694117462,0.743924881655844,0.0590450841320423,0.0271042284672638,0.00299750630004454
"128","Proline synthesis","AMINO ACIDS METABOLISM","PROLINE METABOLISM",4.74048829427778,4.70227329128235,4.6864927700274,4.7597422344565,5.03452573314186,4.70133063067059,4.87214040000518,3.68320551084436,5.42189884622368,4.21589963276658,4.38715655808498,6.26211205078375,5.26457142479884,4.36972416604261,3.80679176595601,4.4032359133571,3.64174660236372,2.4996287980784,4.38748997728076,4.10029382282019,4.69943072610567,4.2225433618516,7.40259648427365,4.12403624267171,4.88319057170086,4.57825537893289,3.66710557373683,3.91121659000567,4.78695072809377,4.0462354057396,5.0546665020267,4.65017665757775
"129","Proline degradation","AMINO ACIDS METABOLISM","PROLINE METABOLISM",2.84500609837283,3.01870944352331,2.73024150684628,2.77014419244288,2.89746825007666,3.26047602628184,3.23387712553201,2.28475469375904,3.15075138129003,2.79786472852767,2.58369486809109,3.46417525682128,3.5857320926083,3.48365820000793,2.40960046822042,2.81106149071149,2.52400255875363,2.17088263843392,2.69612209404399,2.56714790199653,3.21528546186849,2.4244167445552,3.65324695598635,2.49555822399424,3.03574963106905,2.66116313422915,2.29919175346215,2.86755544848595,3.05410720674847,2.92176189332806,3.00231335077068,2.93988542573768
"130","Synthesis of proline from glutamine","AMINO ACIDS METABOLISM","PROLINE METABOLISM",2.2111183613138,2.68825980164279,3.05848884912791,2.74215295332091,3.07519388767337,1.94993177322925,2.86767826196641,2.28067352589762,1.85918255732816,1.86071679777779,2.58191203671114,2.02009398986531,4.86239079435151,5.55387287081208,2.51181297309769,2.83087356339241,1.55198280360434,2.93771344189523,2.34364027440697,2.00396123236801,1.73442476370824,1.9563043935479,0.923512872542725,1.76796577110813,3.65875654605886,2.52855027107331,1.97463938637848,1.80233986333275,1.99886011487171,2.48391778023138,2.66184024981533,2.95303547563133
"132","Threonine degradation","AMINO ACIDS METABOLISM","THREONINE METABOLISM",2.82828284129583,2.88898558291054,2.59291630506462,2.62534546346205,2.84119970883711,2.98974994713809,3.02332650007331,2.16147205177208,3.06672169305443,2.74305468069317,2.49156376759687,3.439009467503,3.48473673991082,3.43242734108052,2.27512592465525,2.64289416834807,2.40267582233203,1.9099789608977,2.53616298314,2.5401284192479,3.01602151012806,2.42744509927567,3.58591198758954,2.43136573068026,2.82924727534575,2.53887050029113,2.16987230260213,2.74403711549781,2.86301107184315,2.80232879308943,2.8490049320228,2.78957730779351
"134","Tryptophan degradation","AMINO ACIDS METABOLISM","TRYPTOPHAN METABOLISM",2.73717503424723,2.81350244555526,2.59159853418595,2.52264529968274,2.77083141883841,2.94282307005338,2.88854034448991,2.19065555988385,2.98536279051204,2.67173993809197,2.47634154498807,3.32700257267488,3.66468439715933,3.86062776457829,2.26997603928056,2.6762287305706,2.39566390480896,1.97844164587866,2.61965423130761,2.44565797799971,2.88751353974122,2.41045744774763,3.45595323396656,2.31877711139057,2.77920555278599,2.45416976369011,2.1907173598922,2.68063954011522,2.89737591476332,2.61853891897493,2.89085196042755,2.80570155667121
"135","Synthesis of anthranilate from tryptophan","AMINO ACIDS METABOLISM","TRYPTOPHAN METABOLISM",0.439028214054087,0.0989124181158803,2.00426341645246,0.22301818814581,0.486562100364421,0.48017914056231,0.737343408572171,0.796509695021164,0.227146069842527,0.277936164029311,0.638781954037244,0.0884693932272561,0.634676187592411,16.5173081415857,1.60364882489991,2.23439054678506,0.124252462931592,0.113752693108982,11.0475082952011,0.124141191039565,0.670452855572473,0.181636815941681,0.365862196633585,1.50047787696042,0.699432870029136,1.16100671676912,1.33280121292198,0.582181378768496,2.64078545367092,0.296424713808171,1.66098603919546,0.847698775160684
"136","Synthesis of kynate from tryptophan","AMINO ACIDS METABOLISM","TRYPTOPHAN METABOLISM",0.72882378579048,0.491203668632695,1.3164397915531,0.487360539869993,1.16405082319853,0.886543924081692,0.954452112791584,1.30221753629063,0.725946054062249,1.22323151588991,1.20750588385795,1.04301921756437,1.81235870745056,7.48868073092933,1.47955785451647,1.45190763572425,1.42753440961837,0.853161127209547,4.44112216876341,1.38158053714233,1.15775046607714,1.04615402066176,0.654181806407756,1.44253860145389,0.915019113990757,1.33113539048599,1.09283136017463,0.952657606067077,2.07671085142748,1.11803076761111,1.39331627083649,1.25302232594398
"137","Synthesis of L-kynurenine from tryptophan","AMINO ACIDS METABOLISM","TRYPTOPHAN METABOLISM",0.810189279811171,0.397518063756345,1.56845615156815,0.476540513033412,1.0435953541904,0.956960710756881,1.11100858832857,1.12591238896729,0.770735858585397,1.21284836949901,1.1272736846559,0.948311638823532,2.16173589605678,10.2374021544928,1.6167467429493,1.68186957671894,1.30272023881178,1.09702647090387,6.31082733713953,0.9569527542995,1.18099050092689,1.14532580606015,0.468402306545814,1.5439916323842,0.994535949511549,1.24307521696187,1.18335713374659,1.13768098500933,1.9880316851955,0.651170254517753,1.58134804132564,1.2266848429642
"138","Synthesis of N-formylanthranilate from tryptophan","AMINO ACIDS METABOLISM","TRYPTOPHAN METABOLISM",0.584790833717893,0.413659042965824,2.13485314988137,0.523657576371597,0.324244161286887,0.473959075644534,0.494658597092849,0.615932699128395,0.604607163478959,0.266848555046701,1.04320022365026,0.121965762053639,1.10794722066544,9.76356489867996,1.38296480815682,1.99820874425551,0.0980291772806948,0.0949837678451851,6.37773210096347,0.147226461291163,0.603220501963806,0.174159631434809,0.189523671846599,0.846318504763095,0.503506057039339,0.965710700345214,1.1899477311933,0.803616333307168,2.14939823848905,0.278723943575789,2.11471450692564,1.73437355030305
"139","Synthesis of quinolinate from tryptophan","AMINO ACIDS METABOLISM","TRYPTOPHAN METABOLISM",1.21045567148542,0.865056122688338,2.29490658077415,0.774638597866853,0.706036247469125,1.3683765862422,1.69618000629265,1.99225330342621,0.964800277760739,1.11960493613102,1.48549286096536,0.811019686369141,4.64707502922165,9.4568697310536,1.94748511377616,2.39171535842541,1.33311432458716,0.974826201705869,4.58612831111676,1.01429271991335,1.45365342024015,0.796116078393126,0.276841707858498,1.08427604687197,1.90886268864681,1.10899840848426,2.10413696768377,1.52468115345892,1.55793051183824,0.662320086707178,2.59678918408651,2.00377547131975
"140","Synthesis of serotonin from tryptophan","AMINO ACIDS METABOLISM","TRYPTOPHAN METABOLISM",0.198419433374401,0.427032302515315,0.506287524418879,0.243270079687249,0.405095717878549,2.3530897408461,2.75088551798222,0.417009465892761,0.0410258008920937,0.16673909074226,0.102397516939232,0.0619352216449898,0.88608068308299,0.321748097969394,0.243075383895084,0.299089022703654,0.275375424667316,0.173253483111736,0.0981451467936535,0.597993056206505,3.05251901298025,0.0969712685355611,0.151021057890016,0.417227402305498,2.68219899829027,0.189498174539607,0.259662461681255,2.74264176822948,0.454122168726216,0.15299856888568,0.305075079466096,0.17861173903241
"142","Tyrosine synthesis (need phenylalanine)","AMINO ACIDS METABOLISM","TYROSINE METABOLISM",1.33894419653397,1.67805733147786,0.411961684600542,0.375195662905531,2.14112437110028,0.709583957004144,0.781643106994807,0.578055637370886,0.4870176403357,0.66402141821521,3.10072672034188,0.935238760946579,5.68989204310279,6.37788539260402,0.795256127501643,0.434146723428783,0.616486520675679,0.83788531623568,0.43315888260882,1.02650060428323,0.607828774111315,0.835950508202133,1.13697463118234,0.42053843456667,0.693888431470229,0.604330840872497,0.507537956074292,0.807670297723434,0.903867504265626,0.77783148077044,0.537258793160952,0.541741034488201
"143","Tyrosine degradation","AMINO ACIDS METABOLISM","TYROSINE METABOLISM",3.00627945858115,3.01968250857997,2.71316331257456,2.65904599371111,2.93976411581387,3.29897198819515,3.31241228905098,2.28237548037304,3.14084713247964,2.82871226483342,2.68706758661853,3.61632367062052,3.76051190712135,4.01646455116981,2.43113500217191,2.77456318556616,2.43636552132049,2.35957994524201,2.72709236332122,2.65843389210664,3.24551752149788,2.58723013844008,3.69030661418173,2.38850470106184,3.09838408443063,2.66217149726833,2.2537800415254,2.92184776014206,3.05429491941412,2.95525053938139,2.98233037142413,2.95842084636815
"144","Tyrosine to adrenaline","AMINO ACIDS METABOLISM","TYROSINE METABOLISM",0.952039321940788,8.502097604151,0.45195139937868,0.343577839797623,1.07286302923063,0.781325838917917,0.860647991157222,2.31294976897568,1.32787949159644,0.794965046457107,1.56657094536761,0.846801553331179,1.82692641182356,1.70453581930083,1.31707785723869,0.497050122154158,0.124193342965466,0.220931504893228,0.756948159799848,1.66025383327575,0.812008342582449,0.700381842124396,1.19176786617719,1.4372083940005,0.937906134558147,2.33898508164556,0.405750236670021,0.608279705477542,0.692399968579929,0.16643851399411,0.931969138553499,1.18607272525102
"145","Tyrosine to dopamine","AMINO ACIDS METABOLISM","TYROSINE METABOLISM",0.0108468601061635,0.36388207837266,0.037105826679231,0.00529867731918273,0.00895026933045453,0.337843275644282,0.601315752245808,0.00221690990612492,0.00258053644610999,0.00848828942589368,0.00704501719522482,0.00184274616426479,0.794560835311247,0.2731984900056,0.0812185313065527,0.00284874656147522,0.0124542347667947,0.092796350678991,0.00536481763531933,0.019670496636403,0.35743116802094,0.00176522732075308,0.00654415342170036,1.19162502841299,0.616471442323422,0.0281332050020329,0.00433070440693339,0.236249812282282,0.0474622907089822,0.00258053326112792,0.0028596960982424,0.00628065326875696
"146","Tyrosine to acetoacetate and fumarate","AMINO ACIDS METABOLISM","TYROSINE METABOLISM",2.17312025433445,1.93433364794102,0.969963329319611,0.83824701178909,0.926361490669928,1.84489097059708,2.16728729783918,1.14289423460883,1.40268026736374,1.80578176996181,2.57698730285397,1.33724022702878,5.2201496434574,9.63158816258238,1.08027828322966,0.935909753192951,1.11790032606523,1.28678020376921,0.937096364667953,2.38427090086732,2.11090388814095,1.38848986458971,1.53541714969814,0.905404427195888,1.99621111958853,1.01331202523129,0.85481730434795,1.75458444860244,1.8829182101081,2.86110231913794,1.15696702754449,1.43779481862817
"148","Valine degradation","AMINO ACIDS METABOLISM","VALINE METABOLISM",2.82184860167699,3.05820880202085,2.62723530553399,2.62081926599858,2.73757501048009,3.15567293407808,3.19925168958347,2.25577143683209,3.02046998518463,2.75575769131152,2.53029820677971,3.43069063364013,3.58751187601815,3.49778659053741,2.34472950975135,2.70802009055303,2.50189424866984,2.16754105640846,2.60878796914719,2.54080538291916,3.13115056364241,2.42329854701581,3.50430989778395,2.39628513966787,2.93118513468996,2.58379201179395,2.24732435611944,2.8187355622847,2.95769711764258,2.87861781092931,2.87415200668545,2.85942146604691
